name_en	name_zh
Dolanaar Tea	多兰纳尔茶
Don Julio's Heart	唐朱利奥之心
Draconic Bonesplinter Legguards	龙骨刺护腿
Dragonfin Filet	龙鳍鱼片
Dragonmaw	龙喉
Dragonscale Ammo Pouch	龙鳞弹药袋
Dragonstompers	龙踏靴
Dragonstrike	龙击
Drakefist Hammer	幼龙拳锤
Dread Pirate's Bicorne	恐怖海盗双角帽
Dream Signet	梦境印戒
Dreamweave Boots	梦织长靴
Dress Shoes	皮鞋
Drums of Battle	战斗之鼓
Drums of Forgotten Kings	被遗忘的国王之鼓
Drums of Panic	恐慌之鼓
Drums of Restoration	恢复之鼓
Drums of Speed	迅捷之鼓
Drums of War	战争之鼓
Drums of the Wild	野外之鼓
Dummy 300 Skill	测试用 300 技能
Durable Ametrine	坚固的紫翠玉
Durable Huge Citrine	坚固的巨型黄水晶
Durable Monarch Topaz	坚固的帝王托帕石
Durable Nerubhide Cape	坚固蛛皮斗篷
Duskweave Belt	微光编织腰带
Duskweave Cowl	微光编织头巾
Duskweave Gloves	微光编织手套
Duskweave Leggings	微光编织护腿
Duskweave Robe	微光编织长袍
Duskweave Shoulders	微光编织护肩
Duskweave Wristwraps	微光编织护腕
Eaglebane Bracers	鹰克星护腕
Earthen Elixir	大地药剂
Earthen Leg Armor	大地护腿
Earthen Netherscale Boots	大地虚空鳞长靴
Earthen Silk Boots	大地丝绸长靴
Earthgiving Boots	大地赋予长靴
Earthgiving Legguards	大地赋予护腿
Earthpeace Breastplate	大地和平胸甲
Earthshadow Ring	大地暗影戒指
Earthsoul Boots	大地魂长靴
Ebon Netherscale Belt	漆黑虚空鳞腰带
Ebon Netherscale Bracers	漆黑虚空鳞护腕
Ebon Netherscale Breastplate	漆黑虚空鳞胸甲
Ebon Shadowbag	漆黑暗影袋
Ebonweave	漆黑编织
Ebonweave Gloves	漆黑编织手套
Ebonweave Robe	漆黑编织长袍
Effulgent Skyflare Diamond	璀璨苍炎钻石
Electroflux Sight Enhancers	电磁通量视距增强器
Elegant Silver Ring	优雅银戒
Elemental Blasting Powder	元素爆击粉
Elemental Seaforium Charge	元素海藻岩炸药
Elixir of Armor Piercing	护甲穿透药剂
Elixir of Camouflage	伪装药剂
Elixir of Dazzling Light	炫目光辉药剂
Elixir of Deadly Strikes	致命打击药剂
Elixir of Draenic Wisdom	德莱尼智慧药剂
Elixir of Empowerment	强化药剂
Elixir of Expertise	精准药剂
Elixir of Greater Firepower	强效火力药剂
Elixir of Healing Power	治疗能量药剂
Elixir of Iron Diplomacy	钢铁外交药剂
Elixir of Ironskin	钢皮药剂
Elixir of Lightning Speed	闪电之速药剂
Elixir of Luring	诱惑药剂
Elixir of Major Agility	强效敏捷药剂
Elixir of Major Defense	强效防御药剂
Elixir of Major Firepower	强效火力药剂
Elixir of Major Fortitude	强效坚韧药剂
Elixir of Major Frost Power	强效冰霜之力药剂
Elixir of Major Mageblood	强效法师之血药剂
Elixir of Major Shadow Power	强效暗影之力药剂
Elixir of Major Strength	强效力量药剂
Elixir of Mastery	精通药剂
Elixir of Mighty Agility	雄伟敏捷药剂
Elixir of Mighty Defense	雄伟防御药剂
Elixir of Mighty Fortitude	雄伟坚韧药剂
Elixir of Mighty Mageblood	雄伟法师之血药剂
Elixir of Mighty Strength	雄伟力量药剂
Elixir of Mighty Thoughts	雄伟思想药剂
Elixir of Protection	防护药剂
Elixir of Pure Arcane Power	纯净奥术之力药剂
Elixir of Spirit	精神药剂
Elixir of Valorous Diplomacy	英勇外交药剂
Elixir of Virtuous Diplomacy	贞洁外交药剂
Elixir of Water Walking	水面行走药剂
Elixir of Whirling Wind	旋风药剂
Elixir of Woodland Diplomacy	林地外交药剂
Elixir of the Searching Eye	寻找之眼药剂
Ember Skyfire Diamond	余烬苍火钻石
Ember Skyflare Diamond	余烬苍炎钻石
Embrace of the Dawn	黎明之拥
Embrace of the Phoenix	凤凰之拥
Embrace of the Twisting Nether	扭曲虚空之拥
Emerald Bag	翡翠袋
Emerald Boar	翡翠野猪
Emerald Choker	翡翠项圈
Emerald Crown of Destruction	毁灭翡翠王冠
Emerald Lion Ring	翡翠狮戒
Empowered Ametrine	强化的紫翠玉
Empowered Huge Citrine	强化的巨型黄水晶
Empowered Monarch Topaz	强化的帝王托帕石
Enchanted Adamantite Belt	附魔精金腰带
Enchanted Adamantite Boots	附魔精金长靴
Enchanted Adamantite Breastplate	附魔精金胸甲
Enchanted Adamantite Leggings	附魔精金护腿
Enchanted Clefthoof Boots	附魔裂蹄兽长靴
Enchanted Clefthoof Gloves	附魔裂蹄兽手套
Enchanted Clefthoof Leggings	附魔裂蹄兽护腿
Enchanted Felscale Boots	附魔邪鳞长靴
Enchanted Felscale Gloves	附魔邪鳞手套
Enchanted Felscale Leggings	附魔邪鳞护腿
Enchanted Mageweave Pouch	附魔魔纹布袋
Enchanted Pearl	附魔珍珠
Enchanted Runecloth Bag	附魔符文布袋
Enchanted Tear	附魔泪珠
Enchanted Thorium Blades	附魔瑟银之刃
Enchanted Thorium Shield	附魔瑟银之盾
Endless Healing Potion	无尽治疗药水
Endless Mana Potion	无尽法力药水
Enduring Dark Jade	恒久的黑碧玉
Enduring Deep Peridot	恒久的深邃橄榄石
Enduring Eye of Zul	恒久的祖尔之眼
Enduring Forest Emerald	恒久的森林翡翠
Enduring Seaspray Emerald	恒久的海沫翡翠
Enduring Talasite	恒久的塔拉斯石
Energized Dark Jade	注能的黑碧玉
Energized Eye of Zul	注能的祖尔之眼
Energized Forest Emerald	注能的森林翡翠
Engraved Truesilver Ring	铭文真银戒
Enigmatic Skyfire Diamond	谜样苍火钻石
Enigmatic Skyflare Diamond	谜样苍炎钻石
Etched Ametrine	雕刻紫翠玉
Etched Huge Citrine	雕刻巨型黄水晶
Etched Monarch Topaz	雕刻帝王托帕石
Eternal Belt Buckle	永恒腰带扣
Eternal Earthsiege Diamond	永恒地震钻石
Eternal Earthstorm Diamond	永恒大地风暴钻石
Eternium Rod	永恒魔棒
Eternium Runed Blade	永恒符文之刃
Ethereal Ink	虚空墨水
Ethereal Oil	虚空之油
Ethereal Siphon	虚空汲取
Eviscerator's Bindings	剖膛者的束带
Eviscerator's Chestguard	剖膛者的胸甲
Eviscerator's Facemask	剖膛者的面具
Eviscerator's Gauntlets	剖膛者的护手
Eviscerator's Legguards	剖膛者的护腿
Eviscerator's Shoulderpads	剖膛者的护肩
Eviscerator's Treads	剖膛者的长靴
Eviscerator's Waistguard	剖膛者的腰带
Expert Riding	专家级骑术
Explosive Decoy	爆破诱饵
Eye of the Night	夜之眼
Faces of Doom	末日之面
Facet of Eternity	永恒切面
Falling Star	流星
Fel Edged Battleaxe	邪能双刃战斧
Fel Hardened Maul	邪能加固之锤
Fel Iron Blood Ring	魔铁之血戒指
Fel Iron Bomb	魔铁炸弹
Fel Iron Breastplate	魔铁胸甲
Fel Iron Casing	魔铁外壳
Fel Iron Chain Bracers	魔铁锁链护腕
Fel Iron Chain Coif	魔铁锁链头盔
Fel Iron Chain Gloves	魔铁锁链手套
Fel Iron Chain Tunic	魔铁锁链外套
Fel Iron Greatsword	魔铁巨剑
Fel Iron Hammer	魔铁锤
Fel Iron Hatchet	魔铁短斧
Fel Iron Musket	魔铁步枪
Fel Iron Plate Belt	魔铁板甲腰带
Fel Iron Plate Boots	魔铁板甲长靴
Fel Iron Plate Gloves	魔铁板甲手套
Fel Iron Plate Pants	魔铁板甲裤子
Fel Iron Rod	魔铁魔棒
Fel Iron Shells	魔铁炮弹
Fel Iron Toolbox	魔铁工具箱
Fel Leather Boots	邪皮长靴
Fel Leather Gloves	邪皮手套
Fel Leather Leggings	邪皮护腿
Fel Mana Potion	邪能法力药水
Fel Regeneration Potion	邪能回复药水
Fel Sharpening Stone	邪能磨刀石
Fel Strength Elixir	邪能力量药剂
Fel Weightstone	邪能配重石
Felcloth Bag	魔纹布袋
Felcloth Cloak	魔纹布披风
Felfury Gauntlets	邪怒护手
Felscale Boots	邪鳞长靴
Felscale Breastplate	邪鳞胸甲
Felscale Gloves	邪鳞手套
Felscale Pants	邪鳞长裤
Felstalker Belt	邪能猎手腰带
Felstalker Bracer	邪能猎手护腕
Felstalker Breastplate	邪能猎手胸甲
Felsteel Boomstick	魔钢霰弹枪
Felsteel Gloves	魔钢手套
Felsteel Helm	魔钢头盔
Felsteel Leggings	魔钢护腿
Felsteel Longblade	魔钢长剑
Felsteel Reaper	魔钢收割者
Felsteel Shield Spike	魔钢盾刺
Felsteel Stabilizer	魔钢稳定器
Felsteel Whisper Knives	魔钢细语匕首
Felstone Grog	邪魔岩烈酒
Feltail Delight	邪尾鱼美食
Festival Dress	节日礼服
Festive Red Pant Suit	节日红色西裤套装
Field Repair Bot 110G	110G型野外修理机器人
Fierce Ametrine	狂怒的紫翠玉
Fierce Huge Citrine	狂怒的巨型黄水晶
Fierce Monarch Topaz	狂怒的帝王托帕石
Fiery Ink	炽焰墨水
Figurine - Crimson Serpent	雕像 - 深红之蛇
Figurine - Dawnstone Crab	雕像 - 晨光石螃蟹
Figurine - Empyrean Tortoise	雕像 - 苍穹陆龟
Figurine - Felsteel Boar	雕像 - 魔钢野猪
Figurine - Khorium Boar	雕像 - 克希矿野猪
Figurine - Living Ruby Serpent	雕像 - 生命红宝石蛇
Figurine - Nightseye Panther	雕像 - 夜眼豹
Figurine - Seaspray Albatross	雕像 - 海沫信天翁
Figurine - Shadowsong Panther	雕像 - 暗影歌豹
Figurine - Talasite Owl	雕像 - 塔拉斯石猫头鹰
Fire Eater's Guide	火焰吞噬者指南
Fire Resistance Potion	火焰抗性药水
Firecracker Salmon	爆炸鲑鱼
Fireguard	火焰守护
Fireproof Overwear	防火外套
Firework Cluster Launcher	烟花集束发射器
Firework Launcher	烟花发射器
Fish Feast	鱼类盛宴
Fisherman's Feast	渔夫盛宴
Flame Armor Kit	烈焰护甲
Flamebane Bracers	火焰克星护腕
Flamebane Breastplate	火焰克星胸甲
Flamebane Gloves	火焰克星手套
Flamebane Helm	火焰克星头盔
Flameheart Bracers	烈焰之心护腕
Flameheart Gloves	烈焰之心手套
Flameheart Vest	烈焰之心外套
Flamescale Belt	烈焰之鳞腰带
Flamescale Boots	烈焰之鳞长靴
Flamescale Leggings	烈焰之鳞护腿
Flashing Bloodstone	闪亮的血石
Flashing Cardinal Ruby	闪亮的红宝石
Flashing Crimson Spinel	闪亮的深红尖晶石
Flashing Dragon's Eye	闪亮的龙眼石
Flashing Living Ruby	闪亮的生命红宝石
Flashing Scarlet Ruby	闪亮的血色红宝石
Flask of Blinding Light	致盲之光合剂
Flask of Chromatic Wonder	多彩奇迹合剂
Flask of Endless Rage	无尽怒气合剂
Flask of Fortification	坚韧合剂
Flask of Mighty Restoration	强效恢复合剂
Flask of Overwhelming Might	压倒性力量合剂
Flask of Pure Death	纯净死亡合剂
Flask of Pure Mojo	纯净魔精合剂
Flask of Relentless Assault	无情突击合剂
Flask of Stoneblood	石血合剂
Flask of the Frost Wyrm	冰霜巨龙合剂
Flask of the North	北地合剂
Fletcher's Gloves of the Phoenix	凤凰之箭术手套
Footpads of Impending Death	迫近死亡软靴
Footpads of Silence	沉默软靴
Forceful Dark Jade	强力的黑碧玉
Forceful Eye of Zul	强力的祖尔之眼
Forceful Forest Emerald	强力的森林翡翠
Forceful Seaspray Emerald	强力的海沫翡翠
Forceful Talasite	强力的塔拉斯石
Forged Cobalt Claymore	锻造钴蓝阔剑
Forlorn Skyflare Diamond	凄凉苍炎钻石
Fractured Bloodstone	碎裂的血石
Fractured Cardinal Ruby	碎裂的红宝石
Fractured Dragon's Eye	碎裂的龙眼石
Fractured Scarlet Ruby	碎裂的血色红宝石
Frost Armor Kit	冰霜护甲
Frost Grenades	冰霜手雷
Frostguard Drape	冰霜守护披风
Frosthide Leg Armor	霜皮护腿
Frostmoon Pants	霜月长裤
Frostsavage Belt	霜蛮腰带
Frostsavage Boots	霜蛮长靴
Frostsavage Bracers	霜蛮护腕
Frostsavage Cowl	霜蛮头巾
Frostsavage Gloves	霜蛮手套
Frostsavage Leggings	霜蛮护腿
Frostsavage Robe	霜蛮长袍
Frostsavage Shoulders	霜蛮护肩
Frostscale Belt	霜鳞腰带
Frostscale Boots	霜鳞长靴
Frostscale Bracers	霜鳞护腕
Frostscale Chestguard	霜鳞胸甲
Frostscale Gloves	霜鳞手套
Frostscale Helm	霜鳞头盔
Frostscale Leggings	霜鳞护腿
Frostscale Shoulders	霜鳞护肩
Froststeel Tube	霜钢管
Frostweave Bag	冰纹布袋
Frostweave Bandage	冰纹布绷带
Frostweave Belt	冰纹布腰带
Frostweave Net	冰纹布网
Frostwoven Belt	霜织腰带
Frostwoven Boots	霜织长靴
Frostwoven Cowl	霜织头巾
Frostwoven Gloves	霜织手套
Frostwoven Leggings	霜织护腿
Frostwoven Robe	霜织长袍
Frostwoven Shoulders	霜织护肩
Frostwoven Wristwraps	霜织护腕
Frozen Shadoweave Boots	冰冻暗影织布长靴
Frozen Shadoweave Robe	冰冻暗影织布长袍
Frozen Shadoweave Shoulders	冰冻暗影织布护肩
Furious Gizmatic Goggles	狂怒的机械护目镜
Furious Saronite Beatstick	狂怒萨隆邪铁锤
Fused Wiring	融合电线
Gadgetstorm Goggles	小玩意风暴护目镜
Gaea's Embrace	盖亚之拥
Gauntlets of Impossible Grip	不可思议握持护手
Gauntlets of the Iron Tower	铁塔护手
Gem Studded Band	镶宝石戒指
Ghostweave Boots	幽灵编织长靴
Ghostweave Bracers	幽灵编织护腕
Ghostweave Circlet	幽灵编织头环
Giantmaim Bracers	巨人克星护腕
Giantmaim Legguards	巨人克星护腿
Gigantic Feast	巨型盛宴
Girdle of Ruination	毁灭腰带
Glacial Cloak	冰川披风
Glacial Gloves	冰川手套
Glacial Robe	冰川长袍
Glacial Slippers	冰川软鞋
Glacial Vest	冰川外套
Glacial Waistband	冰川腰带
Glacial Wrists	冰川护腕
Gleaming Dawnstone	闪耀的晨光石
Gleaming Golden Draenite	闪耀的金色德莱尼石
Gleaming Lionseye	闪耀的狮眼石
Glimmering Ametrine	微光的紫翠玉
Glimmering Huge Citrine	微光的巨型黄水晶
Glimmering Monarch Topaz	微光的帝王托帕石
Glinting Ametrine	闪光的紫翠玉
Glinting Flame Spessarite	闪光的火焰锰铝榴石
Glinting Huge Citrine	闪光的巨型黄水晶
Glinting Monarch Topaz	闪光的帝王托帕石
Glinting Noble Topaz	闪光的高贵托帕石
Glinting Pyrestone	闪光的炙光石
Global Thermal Sapper Charge	全局热能炸药
Gloom Band	阴郁戒指
Glove Reinforcements	手套加固片
Gloves of Dazzling Light	炫目之光手套
Gloves of Immortal Dusk	永恒黄昏手套
Gloves of the Living Touch	生命之触手套
Glowing Dreadstone	明光的恐惧石
Glowing Nightseye	明光的夜眼
Glowing Shadow Crystal	明光的暗影水晶
Glowing Shadow Draenite	明光的暗影德莱尼石
Glowing Shadowsong Amethyst	明光的暗影歌紫晶
Glowing Thorium Band	明光瑟银戒
Glowing Twilight Opal	明光的暮光蛋白石
Glyph of Adrenaline Rush	肾上腺素激增雕文
Glyph of Aimed Shot	瞄准射击雕文
Glyph of Ambush	伏击雕文
Glyph of Anti-Magic Shell	反魔法护罩雕文
Glyph of Aquatic Form	水栖形态雕文
Glyph of Arcane Barrage	奥术弹幕雕文
Glyph of Arcane Blast	奥术冲击雕文
Glyph of Arcane Explosion	奥术爆炸雕文
Glyph of Arcane Intellect	奥术智慧雕文
Glyph of Arcane Missiles	奥术飞弹雕文
Glyph of Arcane Power	奥术之力雕文
Glyph of Arcane Shot	奥术射击雕文
Glyph of Aspect of the Viper	蝰蛇守护雕文
Glyph of Astral Recall	星辰召回雕文
Glyph of Avenger's Shield	复仇之盾雕文
Glyph of Avenging Wrath	复仇之怒雕文
Glyph of Backstab	背刺雕文
Glyph of Barbaric Insults	野蛮侮辱雕文
Glyph of Barkskin	树皮术雕文
Glyph of Battle	战斗雕文
Glyph of Beacon of Light	圣光道标雕文
Glyph of Berserk	狂暴雕文
Glyph of Bestial Wrath	狂野怒火雕文
Glyph of Blade Flurry	剑刃乱舞雕文
Glyph of Bladestorm	剑刃风暴雕文
Glyph of Blast Wave	冲击波雕文
Glyph of Blessing of Kings	王者祝福雕文
Glyph of Blessing of Might	力量祝福雕文
Glyph of Blessing of Wisdom	智慧祝福雕文
Glyph of Blink	闪烁雕文
Glyph of Blocking	格挡雕文
Glyph of Blood Strike	鲜血打击雕文
Glyph of Blood Tap	鲜血链接雕文
Glyph of Bloodrage	血性狂怒雕文
Glyph of Bloodthirst	嗜血雕文
Glyph of Blurred Speed	模糊速度雕文
Glyph of Bone Shield	骨盾雕文
Glyph of Chain Heal	链式治疗雕文
Glyph of Chain Lightning	闪电链雕文
Glyph of Chains of Ice	冰之链雕文
Glyph of Challenging Roar	挑战咆哮雕文
Glyph of Chaos Bolt	混乱之箭雕文
Glyph of Charge	冲锋雕文
Glyph of Chimera Shot	奇美拉射击雕文
Glyph of Circle of Healing	治疗之环雕文
Glyph of Claw	爪击雕文
Glyph of Cleansing	净化雕文
Glyph of Cloak of Shadows	暗影斗篷雕文
Glyph of Command	命令雕文
Glyph of Conflagrate	烈焰风暴雕文
Glyph of Consecration	奉献雕文
Glyph of Corpse Explosion	尸体爆炸雕文
Glyph of Corruption	腐蚀术雕文
Glyph of Crippling Poison	致残药膏雕文
Glyph of Crusader Strike	十字军打击雕文
Glyph of Curse of Agony	苦痛诅咒雕文
Glyph of Curse of Exhaustion	疲倦诅咒雕文
Glyph of Dancing Rune Weapon	符文圣舞雕文
Glyph of Dark Command	魔之召唤雕文
Glyph of Dark Death	黑暗死亡雕文
Glyph of Dash	奔跑雕文
Glyph of Deadly Throw	致命投掷雕文
Glyph of Death Coil	死亡缠绕雕文
Glyph of Death Grip	死亡之握雕文
Glyph of Death Strike	死亡缠绕雕文
Glyph of Death and Decay	死亡凋零雕文
Glyph of Death's Embrace	死亡之拥雕文
Glyph of Deep Freeze	深度冻结雕文
Glyph of Demonic Circle	恶魔法阵雕文
Glyph of Deterrence	威慑雕文
Glyph of Devastate	毁灭打击雕文
Glyph of Disease	疾病雕文
Glyph of Disengage	撤离雕文
Glyph of Dispersion	消散雕文
Glyph of Distract	分散注意力雕文
Glyph of Divine Plea	神圣恳求雕文
Glyph of Divine Storm	神圣风暴雕文
Glyph of Divinity	神圣雕文
Glyph of Drain Soul	吸取灵魂雕文
Glyph of Earth Shield	大地之盾雕文
Glyph of Earthliving Weapon	大地生命武器雕文
Glyph of Elemental Mastery	元素掌握雕文
Glyph of Enduring Victory	持久胜利雕文
Glyph of Enraged Regeneration	狂怒回复雕文
Glyph of Enslave Demon	役使恶魔雕文
Glyph of Entangling Roots	纠缠根须雕文
Glyph of Eternal Water	永恒之水雕文
Glyph of Evasion	闪避雕文
Glyph of Eviscerate	毁伤雕文
Glyph of Evocation	唤醒雕文
Glyph of Execution	处决雕文
Glyph of Exorcism	驱邪术雕文
Glyph of Explosive Shot	爆炸射击雕文
Glyph of Explosive Trap	爆炸陷阱雕文
Glyph of Expose Armor	破甲雕文
Glyph of Fade	渐隐雕文
Glyph of Fading	淡化雕文
Glyph of Fan of Knives	刃扇雕文
Glyph of Fear	恐惧术雕文
Glyph of Fear Ward	恐惧防护雕文
Glyph of Feign Death	假死雕文
Glyph of Feint	佯攻雕文
Glyph of Felguard	恶魔卫士雕文
Glyph of Felhunter	地狱猎犬雕文
Glyph of Feral Spirit	野性之魂雕文
Glyph of Fire Blast	火焰冲击雕文
Glyph of Fire Elemental Totem	火焰图腾雕文
Glyph of Fire Nova	火焰新星雕文
Glyph of Fire Ward	烈焰防护雕文
Glyph of Fireball	火球术雕文
Glyph of Flame Shock	烈焰震击雕文
Glyph of Flametongue Weapon	火舌武器雕文
Glyph of Flash Heal	快速治疗雕文
Glyph of Flash of Light	圣光闪现雕文
Glyph of Focus	专注雕文
Glyph of Fortitude	坚韧雕文
Glyph of Freezing Trap	冰冻陷阱雕文
Glyph of Frenzied Regeneration	狂暴回复雕文
Glyph of Frost Armor	霜甲术雕文
Glyph of Frost Nova	霜冻新星雕文
Glyph of Frost Shock	冰霜震击雕文
Glyph of Frost Strike	冰霜打击雕文
Glyph of Frost Trap	冰冻陷阱雕文
Glyph of Frost Ward	冰霜防护雕文
Glyph of Frostbolt	寒冰箭雕文
Glyph of Frostfire	霜火雕文
Glyph of Garrote	锁喉雕文
Glyph of Ghost Wolf	幽灵之狼雕文
Glyph of Ghostly Strike	幽魂打击雕文
Glyph of Gouge	凿击雕文
Glyph of Growl	低吼雕文
Glyph of Guardian Spirit	守护之魂雕文
Glyph of Hammer of Justice	制裁之锤雕文
Glyph of Hammer of Wrath	愤怒之锤雕文
Glyph of Hammer of the Righteous	正义之锤雕文
Glyph of Hamstring	断筋雕文
Glyph of Haunt	鬼魂缠身雕文
Glyph of Healing Stream Totem	治疗之泉图腾雕文
Glyph of Healing Touch	治疗之触雕文
Glyph of Health Funnel	生命通道雕文
Glyph of Healthstone	治疗石雕文
Glyph of Heart Strike	心脏打击雕文
Glyph of Hemorrhage	出血雕文
Glyph of Heroic Strike	英勇打击雕文
Glyph of Hex	妖术雕文
Glyph of Holy Nova	神圣新星雕文
Glyph of Holy Shock	神圣震击雕文
Glyph of Holy Wrath	神圣之怒雕文
Glyph of Horn of Winter	寒冬号角雕文
Glyph of Howl of Terror	恐惧嚎吼雕文
Glyph of Howling Blast	凛风冲击雕文
Glyph of Hunger for Blood	嗜血雕文
Glyph of Hungering Cold	饥饿之寒雕文
Glyph of Hunter's Mark	猎人印记雕文
Glyph of Hurricane	飓风雕文
Glyph of Hymn of Hope	希望圣歌雕文
Glyph of Ice Armor	冰甲术雕文
Glyph of Ice Barrier	寒冰护体雕文
Glyph of Ice Block	寒冰屏障雕文
Glyph of Ice Lance	寒冰急速雕文
Glyph of Icebound Fortitude	冰封之韧雕文
Glyph of Icy Touch	冰冷触摸雕文
Glyph of Icy Veins	冰冻血脉雕文
Glyph of Immolate	献祭雕文
Glyph of Immolation Trap	献祭陷阱雕文
Glyph of Imp	小鬼雕文
Glyph of Incinerate	烧尽雕文
Glyph of Inner Fire	内心之火雕文
Glyph of Innervate	激活雕文
Glyph of Insect Swarm	虫群雕文
Glyph of Intervene	干涉雕文
Glyph of Invisibility	隐形术雕文
Glyph of Judgement	审判雕文
Glyph of Kill Shot	杀戮射击雕文
Glyph of Killing Spree	杀戮盛宴雕文
Glyph of Kilrogg	基尔罗格雕文
Glyph of Last Stand	最后一击雕文
Glyph of Lava	熔岩雕文
Glyph of Lava Lash	熔岩鞭笞雕文
Glyph of Lay on Hands	圣佑术雕文
Glyph of Lesser Healing Wave	次级治疗波雕文
Glyph of Levitate	漂浮术雕文
Glyph of Life Tap	生命分流雕文
Glyph of Lifebloom	生命绽放雕文
Glyph of Lightning Bolt	闪电箭雕文
Glyph of Lightning Shield	闪电之盾雕文
Glyph of Lightwell	圣光之泉雕文
Glyph of Living Bomb	活动炸弹雕文
Glyph of Mage Armor	法师护甲雕文
Glyph of Mana Gem	魔法宝石雕文
Glyph of Mana Tide Totem	法力之潮图腾雕文
Glyph of Mangle	裂伤雕文
Glyph of Mass Dispel	群体驱散雕文
Glyph of Maul	撕咬雕文
Glyph of Mend Pet	治疗宠物雕文
Glyph of Mending	愈合祷言雕文
Glyph of Metamorphosis	恶魔变形雕文
Glyph of Mind Control	心灵控制雕文
Glyph of Mind Flay	精神鞭笞雕文
Glyph of Mind Sear	精神灼烧雕文
Glyph of Mirror Image	镜像雕文
Glyph of Mocking Blow	嘲讽打击雕文
Glyph of Molten Armor	熔岩护甲雕文
Glyph of Monsoon	季风雕文
Glyph of Moonfire	月火术雕文
Glyph of Mortal Strike	致死打击雕文
Glyph of Multi-Shot	多重射击雕文
Glyph of Mutilate	切割雕文
Glyph of Nourish	滋养雕文
Glyph of Obliterate	湮没雕文
Glyph of Overpower	压制雕文
Glyph of Pain Suppression	痛苦压制雕文
Glyph of Penance	苦修雕文
Glyph of Pestilence	瘟疫雕文
Glyph of Pick Lock	开锁雕文
Glyph of Pick Pocket	偷窃雕文
Glyph of Plague Strike	瘟疫打击雕文
Glyph of Polymorph	变形术雕文
Glyph of Possessed Strength	占有力量雕文
Glyph of Preparation	伺机待发雕文
Glyph of Psychic Scream	心灵尖啸雕文
Glyph of Quick Decay	快速腐化雕文
Glyph of Raise Dead	起尸术雕文
Glyph of Rake	撕抓雕文
Glyph of Rapid Charge	快速冲锋雕文
Glyph of Rapid Fire	急速射击雕文
Glyph of Rapid Rejuvenation	快速回春雕文
Glyph of Raptor Strike	猛禽一击雕文
Glyph of Rebirth	复生雕文
Glyph of Regrowth	愈合术雕文
Glyph of Remove Curse	驱散诅咒雕文
Glyph of Rending	穿刺雕文
Glyph of Renew	恢复雕文
Glyph of Renewed Life	重生雕文
Glyph of Resonating Power	共鸣之力雕文
Glyph of Revenge	复仇雕文
Glyph of Revive Pet	苏醒雕文
Glyph of Righteous Defense	正义之防雕文
Glyph of Rip	撕裂雕文
Glyph of Riptide	激流雕文
Glyph of Rune Strike	符文打击雕文
Glyph of Rune Tap	符文之触雕文
Glyph of Rupture	割裂雕文
Glyph of Safe Fall	安全坠落雕文
Glyph of Salvation	拯救雕文
Glyph of Sap	闷棍雕文
Glyph of Savage Roar	野蛮咆哮雕文
Glyph of Scare Beast	恐吓野兽雕文
Glyph of Scatter Shot	驱散射击雕文
Glyph of Scorch	灼烧雕文
Glyph of Scourge Imprisonment	天灾囚禁雕文
Glyph of Scourge Strike	天灾打击雕文
Glyph of Seal of Command	命令圣印雕文
Glyph of Seal of Light	圣光圣印雕文
Glyph of Seal of Righteousness	正义圣印雕文
Glyph of Seal of Vengeance	复仇圣印雕文
Glyph of Seal of Wisdom	智慧圣印雕文
Glyph of Searing Pain	灼热之痛雕文
Glyph of Sense Undead	感知亡灵雕文
Glyph of Serpent Sting	毒蛇钉刺雕文
Glyph of Shackle Undead	锁链亡灵雕文
Glyph of Shadow	暗影雕文
Glyph of Shadow Bolt	暗影箭雕文
Glyph of Shadow Dance	暗影之舞雕文
Glyph of Shadow Protection	暗影防护雕文
Glyph of Shadow Word: Death	暗言术：灭雕文
Glyph of Shadow Word: Pain	暗言术：痛雕文
Glyph of Shadowburn	暗影燃烧雕文
Glyph of Shadowfiend	暗影魔雕文
Glyph of Shadowflame	暗影烈焰雕文
Glyph of Shield Wall	盾墙雕文
Glyph of Shield of Righteousness	正义盾击雕文
Glyph of Shocking	冲击雕文
Glyph of Shockwave	震荡波雕文
Glyph of Shred	撕扯雕文
Glyph of Sinister Strike	邪恶打击雕文
Glyph of Siphon Life	生命通道雕文
Glyph of Slice and Dice	切割雕文
Glyph of Slow Fall	缓落术雕文
Glyph of Smite	惩击雕文
Glyph of Snake Trap	蛇群陷阱雕文
Glyph of Soul Link	灵魂链接雕文
Glyph of Souls	灵魂雕文
Glyph of Soulstone	灵魂石雕文
Glyph of Spell Reflection	法术反射雕文
Glyph of Spirit of Redemption	救赎之魂雕文
Glyph of Spiritual Attunement	精神专注雕文
Glyph of Sprint	冲刺雕文
Glyph of Starfall	星辰坠落雕文
Glyph of Starfire	星火术雕文
Glyph of Steady Shot	稳固射击雕文
Glyph of Stoneclaw Totem	石爪图腾雕文
Glyph of Stormstrike	风暴打击雕文
Glyph of Strangulate	扼杀雕文
Glyph of Succubus	魅魔雕文
Glyph of Sunder Armor	破甲攻击雕文
Glyph of Survival Instincts	生存本能雕文
Glyph of Sweeping Strikes	横扫雕文
Glyph of Swiftmend	迅捷治疗雕文
Glyph of Taunt	嘲讽雕文
Glyph of Thorns	荆棘术雕文
Glyph of Thunder	惊雷雕文
Glyph of Thunder Clap	雷霆一击雕文
Glyph of Thunderstorm	雷霆风暴雕文
